label,text
2,"Homemade dumplings and noodles is what we were aiming for. Got their ja jiang mien, boiled as well as steamed dumplings, xiao long bao, and beef rolls. Xiao long bao were great (eat while hot or be careful removing from the paper bottom) but the boiled dumplings were juicy too (and you get a dozen an order). 

The steamed dumplings we got were a little tougher in terms of the skin and the filling, but I'm not dinging them on it since it just might be my taste and my dad had placed the order anyways. 

Ja jiang mien was right on. Our table of five got a complimentary dessert (my parents were chatting up the staff - so be nice!) ;)

Beef rolls were great too (we had been to Vancouver recently where we found ourselves ordering them everywhere we went).

There's a few more small plate options there (we put off the leek and egg pancakes in favor of more dumplings). So inexpensive to try and easy to share.

We're visiting from States and they were kind enough to offer us their wifi access to scout our next stop. (Don't miss the Phoenix Bakery nearby)"
2,"Jen and I are always on the look-out for any new dessert places to visit.  Thankfully, one not too far was Snow Time, a cool Korean dessert place that's serving up some shaved ice desserts...called Bingsu (I think that's what it's called).
Not sure how long this place has been opened for, but its popular! 

Injeolmi Bingsu is what Jen and I shared.  Served in a big bowl, flavored shaved milk ice, topped off with sweet thick evaporated milk. Please keep in mind this dish takes at least 10 min to prepare.  

Pom tea is what we opted for drinks, something warm, soothing to a perfect experience.
This place is a gem for those who live close to here.
I'll be back!"
2,"Sunset Grill is my good ol' reliable brunch place.

If I'm having brunch in the Bloor/Church area, I alternate beween Sunset Grill and Lola's Commissary.  It depends on who I'm eating with.

I found that  Sunset was an easier place to eat for people with allergies.

One of my friends has a gluten allergy and another friend is allergic to sesame seeds.  It's surprising how many places use seasame crusted bread to make french toast (Sunset doesn't)!

I always order the same thing here, the Sunset Super..
And it sure is super delicious and filling!
It's a real breakfast.
Sausage and/or bacon (I do both), 2 pancakes, 3 eggs, and of course home fries!

My cup of coffee always seems bottomless!  
I've never had an issue with service here.

This place may not be trendy, but for casual diner style brunch, this place has never let me down!"
2,"An update to a previous review: I stand by my previous review for Swiss Chalet as a restaurant chain; however, this specific location suffers from inconsistent service. Some staff are great but many are really awful. Can't decide if it is because they are overworked or just undertrained, but either way it impacts the dining experience at this location."
2,"I used to love this place - it's reasonably priced, good food & close to my house. I am not going back anymore however because I just can't stand the service.  I went for dinner with a group last night for dinner and drinks and the service was very slow.  We had a reso & our table was not ready when we got there.  Our server was nice enough, but a lot of people in my party sat with empty glasses for a long time.  After dinner we stayed for another round of drinks   & our server did not clear our plates from dinner.  So we had dirty dishes on our table for two hours after we finished eating.  This isn't the first time I've had slow, disappointing service there, so enough."
2,Hmm~ Yujie and I tried two different one squid and beef. they have amazing sauces~~~~~ like it~~~~
2,"The traditional china town restuarant

Good value and good BBQ meat! The meat is always so flavourful. 
Outside and inside is not appealing at all but if the food is good you end up going back for more!

Just don't expect great service and the takeout line takes forever during lunch hour. but still worth the wait."
1,"Came here for a friend's birthday and this place is perfect for large group considering how big most of their seafood dishes are.  First let's talk about the food.  This place is known for their seafood, you can do anything from crab, lobsters, fish and anything you can think of that is edible from the sea.  Also, there are many flavours you can choose from on how you want your food to be cooked in.  With a group of 12+, we had lobsters, king crab legs, rice, fish and a veggie dish which were all included in a meal combo we ordered.  Overall the seafood are pretty fresh and they are well-made.  They also give you plastic gloves, so you can eat everything with your hand and it makes digging meat out from shells that much easier.

Only thing I do not like about this place is all servers will try to upsell you to go with the more expensive \""combo\"" no matter how many people you have.  I am guessing servers get commission on up-selling?  This way of doing business really irritates me.

Price wise, this place is on the high end, but considering how good the food and how fresh the seafood were, I thought the price justifies itself.

In conclusion, this place is good to come with a large group of seafood lover, also do not be persuaded by the up-selling tactics from the servers and you should be able to enjoy a good meal"
2,"I love this place, and so do my parents who are very picky and like the food to taste like \""back home\"". The girls who work here are very nice, food is always delicious."
2,"3.5 stars.

In the restaurant wasteland that is the financial district (or so it seemed), beerbistro stands out as a decent option. With dozens and dozens of beer options, including some really nice Belgian beers for reasonable prices.

The mussels and frites here were solid, though they need to be a little better about bringing you a bowl for your empty mussels shells. The lunch crowd here is mostly business folks and it gets really crowded really fast. 

Overall the food is solid and the beer list is worth checking out."
3,"The place has been around for eons now. After getting put on a long wait list at Constantine, we decided to eat here for old times sake. 

The place hasn't changed much over the years. Since it's last iteration, everything is white, which adds a sophisticated touch, but that's about the only sophistication really. 

The menu tries too hard, with trying too hard prices. The drinks have the same issue. The service is a bit too much as well. It's right at the border of having so much potential, but perhaps a manager or owner who's just missing the mark in terms of vision. 

Come here if it's easy, but don't come here if you're craving a particular experience."
2,"Wow! I just had to give an updated review for multiple reasons:
1. After my first review, Pete had replied to my message so soon after. I like the care he shows towards the business and customers.

2. My boyfriend had ordered from the Basil Box and couldn't finish his food. So he offered it to me. From what I saw, he got jasmine rice with peppers, corn, steak, tamarind sauce and loads of fun toppings. I was amazed by how well seasoned the steak was, how flavourful the entire bowl was. And hurray, the portions size definitely did a big upgrade.

3. To make sure it wasn't a fluke, I got myself a meal. Today I decided to try jasmine rice with peppers, corn, coconut curry tofu, penang curry (just a warning if you can't eat spicy, it's got a nice medium spicy kick so might wanna avoid that), and the fun top your box stuff. Again, full of flavour and great portions.

4. The people here are very very friendly and enthusiastic to serve you. It's really rare to see all staff come up to approach with such positive manner and be really genuine about it.

5. Got the Thai iced tea again. It's bomb. I should really try the other drinks because they sound really great and unique :)

Voila! Basil Box you get 5/5 :D"
2,"What  a friendly place with  great food! The atmosphere is very RED GREEN, warm cozy & comfortable. A good selection of beer & draft ,and the cocktails are varied & tasty. Try the Wings,they were the best  I've  had in a long time! The service was friendly and professional. Really had a great meal ! There is a really  nice menu ,with lots of choices. Give this place try, I am sure you will be pleased ."
2,"Pasteur is the best Vietnamese restaurant in Toronto. 

The pho broth is very flavorful without being too oily.  If you like things spicy, request satay in your pho and you will be treated to the pinnacle of pho delights. The rare beef is fresh and nicely sliced. Get a large if you are very hungry and your hungry will be satiated quite nicely.

The rice dishes are also very good. My particular favourite is the grilled beef with rice (I often opt for an additional fried egg on top). The beef is nicely grilled, with subtle seasonings and garlic. The rice is generously piled on the plate.. Drizzle the fish sauce over the dish and it transforms into an exquisite masterpiece revealing itself with every bite.

The fresh fruit shakes are also noteworthy. Try the green bean, pennyleaf, and coconut."
2,"Normally i would give this place a minimum 4 stars, but i was recently disappointed by my recent brunch visit as their service and professionalism didn't meet expectations. We made a reservation for 11am for our brunch meal, arrived well before our seating time and waited till 11:20 for the restaurant to even OPEN before we finally decided to just leave. I know it's not a critique of their food which, on a more positive note, is normally very good. I'm just upset over it and needed to express my experience. We called the restaurant several times while waiting and even replied to their confirmation text earlier that morning. Big disappointment, enough to keep us away for awhile. They really defined true \""Filipino time\""."
2,"I agree with previous review by Josh K. It's possible that some of the reviews aren't for the correct restaurant since there are a few restaurants with Sichuan in its name in Toronto. Some of those ratings seem unfair if it is indeed the correct restaurant.

In any case, I was walking around Chinatown looking for a restaurant that accepts Mastercard. Unfortunately, I couldn't use Yelp as I didn't have internet service as I was visiting Toronto from the US.  So I stumbled into this restaurant after seeing they accept Mastercard (if you spend $10+) and I'm glad I did. First of all, I was pleasantly surprised with its modern decor and clean, updated bathroom. The chairs were really comfortable and much needed after walking around so much. 

But the real star of the show was the food. I got the Kung Pao Chicken and a beef dish with onions (can't remember the name). But both were delicious and I would say Sichuan Landscape rivals the best Chinese resto in Tampa (Yummy House) in terms of taste. I'm really quite surprised at the negative reviews but I do understand the comments about bad service, which is why I deducted a star.  I had to flag the waitress down to refill my drink and  she didn't check up on us.  Considering I was Yelpless, I think this restaurant was a good find and I'd recommend it."
2,"I arrived in Toronto for a business trip and ended up at Tundra because it was the closest place to eat other than Ruth Chris. The ambiance is pure business hotel lobby and I wasn't expecting much from the food. I was really surprised. The menu was locavorish and quite interesting. I had the whitefish with spaetzle and cabbage. It was perfectly cooked, fresh and delicious. Even the dessert had an interesting presentation. The cocktail was tasty and the bartender made it to my specs. My service was efficient and friendly. I'm really surprised at the mediocre reviews for Tundra on Yelp. I had a very positive experience and would recommend it to other business travelers."
2,Came for company party. Outstanding experience. We ordered a variety and shared dishes. There are no wrong answers on the menu. Wonderful food.
2,"When you're visiting from the states, you don't want all the foods you can try back home.     This place is hard core french canadian quebecian.  

Had this meat pie thingie (never had something like this before.   Had this caramel like pie (tarte au sucre... another item I've never had before).   All in all, I wish I had more time to try out the rest of the quebecian food."
2,The hype is worth it.
2,"OMG!! Their cheese softserve ice cream is HEAVEN!!! It reminds me of baby milk formula which I LOVE!! I wish they sold them in tubs that you can take home. So unique and delicious with just the right amount of sweetness. I give this a 5 star.

Their cheesetart barely has any cheese flavor to it. It tastes and feels like a custard, just fyi. They don't sell slices as take out so I had to cough up $15 for the whole tart which I am not fond of. I much prefer Uncle Tetsu's for a rich cheese flavor. YMMV. I give this one a 2 star.

Average rating is 3.5 stars."
2,"This is a vegan-friendly cafe in the space that used to be El Cafecito. I really love the patio on this space. It's removed from Bloor and quiet. Interior is small but beautiful.

They have vegan muffins, a vegan sandwich special (red pepper and hummus) and you can get jam on toast made from freshly baked bread or just buy a whole load here.

They also have quite a few beers available for when coffee won't do. 

Extra points for the name. Owners are super friendly."
2,"My fiance (now husband) and I booked the upstairs of Sassafraz for our small wedding. We wanted a nice dinner for our guests with a beautiful space and room for dancing - Sassafraz was terrific and fit our vision of the big day perfectly!

Dennette was awesome to work with and her friendliness helped make a stressful planning experience incredibly enjoyable. The setup/service and food on the day of the wedding was incredible. Our guests loved the food and the atmosphere and still days later we're getting so much positive feedback on the food and the venue.


I definitely recommend this venue for a small/medium size wedding!"
3,"You are paying a bit steep for 2 things... the experience and the view!

Okay, so it's a very touristy place.. that's the only reason why we are taking 1 star away.. At $150 for a meal, one enjoys a pretty nice meal in NYC. At 360 however, we weren't that impressed with the food. We got the $65, 2 course prix fixe option.. 1 appetizer and 1 main course... Mrs. got the ONTARIO LAMB SAUSAGE WITH MINTED SUMMER PEAS (which was really nice, but smaller portion) and I got the SMOKED TROUT AND POTATO CHOWDER (which was delicious, but portion wise, really small).

For main course, Mrs. got the ROASTED BONELESS HALF CHICKEN WITH GREEN OLIVE BUTTERMILK MASHED POTATO and I got the SMOKED PAPRIKA RUBBED NAGANO PORK TENDERLOIN WITH YELLOW PEPPER SOFRITO. The Pork seriously lacked flavor and was really dry and the Chicken wasn't seasoned at all.

Food wise, we didn't really enjoy our entrees... but experience wise, it was really fun.. something different!

Service was really nice. Lisa, our server, made sure we had a very nice and happy experience at 360!"
2,"The ambience is elegant and serene at this quietly cloistered gem and despite arriving with very high expectations, I was completely blown away by the new and delicious flavors that I experienced. We began with the beet salad and moved on to our main courses, the filet and the seafood dish; both of which were eye-opening and enlightening. We finished off with the milk and honey and a pair of cheeses that did not disappoint. Would absolutely recommend Scaramouche without reservation."
2,"Omg! food so good...staff so sweet...but food sooo good. I'm a very picky eater so its often very hard for me to find a place i like.. i tend to drift from bad experience to another. Yesterday I stopped at the red castle and had the Kofta plate, I kinda wanted to try other things but i never ate there before so i started with something safe and it was goooood mmm mmm good. don't let the display at the front fool you..its all made fresh. The experience was so authentic as i have lived in the middle east and know true middle eastern hospitality..try this place and you will see for yourself."
2,"The reason im giving it a 2 is because of the friendly service and quick service but my first experience on this restaurant is quite disappointing. I've been using yelp for reviews on places that I wanted to visit so it is my way of giving back to the yelp community by sharing my experience here.

I visited on a Saturday 5ish time where they opened for dinner servic eand I asked for kare-kare which I've been informed is no longer serve and they only changed their menu recently. Most of my disappointment is on food as i felt that it was all been prepared from yesterday.

---Lumpia is not fresh and felt that it was microwave, too much msg is what it is
---Garlic rice tasted like the bottom part of a rice cooker and definetly not fresh like it was from a yesterday's left over rice.
---Sisig, funny thing is she told me to be careful for the hot pan but pan definitely not that hot as sisig is supposedly sizzling and it is far from being a hot food, blandly tasted dish. 
--- Crispy pata is not so crispy, it tasted that it was fridge and was deep fried right away. It was far from Max's Crispy pata
---Leche Flan Brule is the only dish that i enjoyed and the bottled coke

For a Saturday, i was at least expecting fresh food and not a cold sisig, crusted garlic bottom fried rice and an average crispy pata which is supposedly their last dish to at least win me, for that reason I won't be back."
2,"This place is great. I came here once. Recommended it to a friend, came here again and still loved it.

The first time I got a bibimbap with beef, and the second time I got a gamjatang. The porkbone soup. It was great both Timex they ha e actual korean servers.

Only downside I can say is we had a lot of difficulty of grabbing someone attention and being forgotten.. It took over half an hour to finally finish paying. Other than that, servers were friendly and nice, food was A++."
2,"Not impressed. Made reservations on Open Table for 6pm. Called the restaurant as we were running late for 10 mins (due to unexpected delays at the subway). Got seated and ordered food and a bottle of rose wine. The rose was not chilled so they had to put it in a bucket of ice. So we waited. The small plates came in (applies such as zucchini fritters, Arabic fries) within a reasonable time. Larger plates (octopus and pide) took almost an hour (from time of ordering) to arrive. While waiting, got an email from Open Table that I was a no-show.

The food was ok, nothing extra special. Worst part was the service. Our server from the beginning was never to be seen again through the evening. It's almost as if the staff didn't really care. I would not go back to this place."
2,"I love McDonalds but this location is run by very poor operators. Every time I am in there and I had a hotel close by so I went there frequently particularly for breakfast, they screwed something up. Always check your order before leaving. And don't even think about eating inside as it is filthy. They were regularly out of routine items like butter or ice tea to name just two. No boxes for happy meals for my kid and no toy selection. Pretty embarrassing. The food was fine when they didn't mess up the order."
2,"My boyfriend and I are visiting from the States and heard great reviews about this place.  We were originally supposed to do the brewery tour but we were late so we just decided to have dinner here.  After waiting 30 minutes in line (we understand it's a busy place), we got seated at a high top under the covered patio.   We have been sitting there for almost an hour and quite a few workers have walked by.  No one bothered to acknowledge us.  Finally I asked a waitress if I could ask her a question.  She brushed me off and continued on her way.  After 20 more minutes, a lady who turned out to be the manager, asked us if anyone has been over.  We tell her no, we've been here for an hour, trying to get peoples attention but everyone just keeps walking by.   She said someone would be right over and someone finally came over.  She went over the menu and beers with us and then said she'd be back, but of course after having waited over an hour before we got acknowledged, we put in our order right away.  Who knows when our waiter/waitress will get back to us!!  We finally got our water after an hour.  I've never been to a place where I had to wait for over an hour for the waiter/waitress to come over.  This is just  ridiculous! 

Update: Our order was completely wrong.  The only things that were right were our drinks and appetizer.  Pizza was the wrong one, but still delicious.  A plate of fries came out all by itself.  After 20 minutes, I asked the waiter if my burger was coming.  Turns out it was never put in.  And when we did get it, it was cold.  The food and drinks were good, but the service was horrible!  Thank goodness we did not pay full price!"
2,"Brunch brunch brunch! Their menu has the usual brunch items. However, the real gem are the daily recommendations that your server will tell you about that are not on the menu. I ordered the chicken and waffles with a sunny side duck egg on top. The chicken was evenly battered and not overly greasy. The waffle was crispy and egg runny. We also got the omelet. However, nothing too special about the omelet. Great service though!"
2,"Today at 1pm the best thing ever happened. A second Northwood location, Northern Belle, opened near my house. 

I used to live near Northwood and frequented it far too often. I had my first coffee of the day there, I used their wifi for hours on end (some work, some wikipedia spiraling) and then would transition into night with a cocktail around 5pm. I can't fucking wait to start to do the exact same thing here. 

Same candlelit-wooden vibe, incredibly curated cockatil list and amusing cast of characters. This time with a patio a stone's throw to Trinity Bellwoods. A goddamn delight."
2,"Had the chicken Katsu, sous vide eggs and gyoza for lunch. Ordered on ritual and saved 6 bucks on first visit with 500 points. Big portion. Satisfying. Katsu is fresh and flavourful. Paper container is environmentally friendly. Self serving sauces. Love that the eggs are free ranged."
2,"Wow! First thing I'd have to mention is the beautiful building. The interior is done an old tudor style and lit with a wood burning fireplace - very cozy!
The staff was friendly and really knew the menu, ordering was a breeze.
The food earned five stars as well. I really enjoyed the cod dish and my boyfriend raved about his tenderloin all the way home!
If I had to correct one thing I'd play more modern music, bit because that's more of a preference thing I won't dock this restaurant a star. 
10/10 would return."
2,"Ordered 10 shrimps, 4 were brought to our table. Similar for other items as well. Service is just ok. Not the best hotpot."
1,"I've been creping it up for the past few weeks, sampling crepes from all over the city. 

Just in the past weeks I've been to Choco crepe, Crepe Delicious, Crepes a Go Go, my own kitchen even!, and now Crepe it Up :D

Environment:

Looks like a cute coffee shop to chill at. Not too large, there are 3 small round tables on far end, a bar stool setup for lined seating, and a couple more tables along the edge near the front entrance. Chalkboard menu and a pretty good selection of teas and coffees. 

Experience:

Today we tried a crepe, called the Paris. (Chocolate hazelnut spread, banana, and scoop of vanilla ice cream on the side) and chinese breakfast tea, although it was 6 o'clock in the evening lol 

We dug into the crepe, whoa I was surprised. This was great pairing of ingredients. It was delicious!   The crepe itself was soft and moist, sort of like a pancake flavour, not so eggy.

We enjoyed the crepe so much we ordered up another one called the Mexico which was sliced apple + Crème De Leche (caramel). Jeez after trying a few bites this too was another hit. The fresh sliced red apples were razor thin, and the caramel glaze providing a warm yummy coating to counter any tartness. 


Summary:

The crepes were perfect. On top of this they were not that expensive (under $5)

Recommend!"
2,"This weirdly upstairs diner is very good; much better than it needs to be. Ought to be?
Cookie in the back clearly cares about what he does, and the food comes out hot, right, well-thought and delicious.

Not a sign of a hot house tomato or a bagged lettuce leaf.

This totally exceeded my expectation.

When was the last time you got still-hot toast!!!!"
2,3.5 this place hits the spot when it comes to breakfast places.  simple and easy diner vibe.  its not extravagant but ita great for that quick easy breakfast.  service is decent as well.
1,"This review of Skin+Bones is based on my brunch experience.

Poached eggs over French lentils and mushrooms - Good
Fried Chicken  - meh I found the batter a little too heavy for my liking but the side potato salad was really good!

Ploughman's buffet did look good! And for a few dollar extra on top of the main, great option if you are a bigger eater.

Service here was excellent and attentive. I just wish I enjoyed the food a little more.

Maybe I need to come back for dinner and give Skin+Bones another try. The \""Let Us Feed You\"" does sounds good! And of course Sunday Oysters ($1)  and Drink Special!"
2,"\""A grumpy and terse waitress \"" as from what I read in another review is really close to this woman and her wait staff skills. 

Third time experiencing the local spot - definitely the last time. 

First time was solo and they were very busy. Decent burger. 
Second time the server was glaring instead of waiting my table with company. Definitely in a foul mood and visibly shown. 
Third visit, today, incorrect orders. Sarcasm when addressed. 

I'm no fan and won't need to go back here."
2,"Restaurant: Paramount Fine Foods
Cuisine: Middle Eastern
Location: Downtown Toronto
Address: 253 Yonge St
Price Range: $10-15

1: Poor
2: OK
3: Good
4: Very Good
5: Excellent

Food: 3
Service: 1
Ambiance: 1
Overall: 2

Paramount Fine Foods is in heart of Dundas Square. I've passed by this place so many times and it was busy all the time so I decided to check it out. There are seats by the front that's like outside seating. If you like people staring at you while you eat, there is always that option. They serve Appetizers, Sandwiches and Meat Plates.

There were so many different types of dessert but I had no idea what they were. If you didn't catch on yet, I am a newbie with Middle Eastern Food.

They have this Take-Out display window when you first walk into the restaurant that totally caught me off guard. I wasn't sure if we had to wait for someone to seat us or we just had to line up and get our food and sit down like a foodcourt.

Ordered: HUMMUS ($4.99) The Complimentary bread went very well with the Hummus, the hummus comes in this to-go plastic bowl so I am assuming it's easier for people to take home when you don't finish it. Which is most likely the case cause it was huge! The hummus itself had very mild flavor and wasn't too garlicky with a drizzle of olive oil on top.

Ordered: CHICKEN SHAWARMA ($10.99) This is a really big dish. It come with a giant bread on the bottom topped with grilled chicken pieces, rice, lettuce, tomatoes, pickles and this yogurt sauce. You are suppose to rip the bread into small pieces and wrap some of the rice and chicken and eat it. This was like the Beef Shawarma Sandwich but opened up. I thought it was just ok, nothing special. Chicken pieces didn't have much flavor and the pickle/tomato pieces were warm..don't know if it was suppose to be like that?

Ordered: BEEF SHAWARMA SANDWICH ($5.99) This is all the beef, lettuce, pickles and white yogurt sauce wrapped in a bread. For the price, it's a decent size and had lots of beef in it. To be honest I think it could have more seasoning (no idea what though) cause it was too bland for me.

So I feel like I can't really tell if it's good/bad Middle Eastern food because I haven't had it very often and don't know much about it. But personally, I didn't really enjoy anything from this restaurant. Maybe I am too used to Beef/Chicken Shawarma I usually pick up from small vendors that are heavily seasoned and sauced. But hey, that's what I enjoy.

Even if I really enjoyed the food, their service completely turned me off from ever visiting this restaurant in the future. Yes, it is a very busy restaurant- but mid way through my meal, I ordered a diet coke. It never comes so I ask again (different person), wait 10 more minute? nothing!! In total I think I asked about 4 times for a damn can of Diet coke and they couldn't deliver. By the time we got our bill, one of them finally tried to give us the stupid diet coke which I didn't even want anymore. AND they gave us the wrong bill which was like $60 when our original bill was $25'ish.

Summary: This is not a place to enjoy a relaxing meal, the tables are crowded and the service is slow. The atmosphere and the service is not worth the tip you have to squeeze out at the end of the meal. If you crave shawarma, I recommend you go to some smaller joint around the corner and it will taste exactly the same (maybe even better)"
2,"Nothing special, the food was average, had the chicken and waffles but after being in Harlem for real and having real chicken and waffles, this place just can't compare. The service was great though, very helpful and very nice."
2,"Started off well with the korean fried chicken, but the latin heat platter was disgusting. Seems like the chef was very confused with all the weird combinations that did not work well. This particular platter was very bland and was clearly experimental. The service was horrendous, as our order was forgotten twice and it took over 20 mins to get our bill. After a 40 mins wait, I was expecting something amazing but was terribly disappointed."
2,"This place was awesome! I think way better than the reviews suggest. The food was creative, original and absolutely delicious!"
2,"I've been to the banh mi boys by spadina and was super excited to try this location out as well (Yonge/eglington). Everything tasted fresh and tasty. I ordered the steam bun with panko crusted tofu (it was very flavourful) as well as the jicama&papaya slaw, I loved the spicy dressing (but if your not into spice, alone would've tasted good too). I can't wait to try the Kalbi beef and grilled chicken next..."
2,"Honestly, they do the regular (royal) milk tea ($4.70) very well. For $0.50 I like adding the milk foam because it has a little saltiness to it and it's super thick and creamy. 

The north York location is great. It's clean and there are 2 communal big tables and many 2-person tables near the back and a nice sofa table in the front by the window. 

They're just like Chatime with an abundant items on their menu, but I think it's the milk foam that gets me coming back every time.

This location is particularly good because it's nice if you wanted to go on a coffee date and/or a small group outing. 

All in all, I like this place a lot. The milk tea is"
2,"Nestled in \""Corktown\"" of downtown Toronto area is Le Petit Dejeuner, a small Belgian Canadian restaurant serving comfort food with lineups regularly outside the door.

Our party of three arrived at 11:15 am and were told it was a 30 to 40 minute wait. Luckily we were seated within 20 minutes. I ordered an earl gray tea (they offer special loose leaf teas) which paired so well with a hot breakfast! 

With any brunch place I recommend getting something sweet off the menu (Belgian waffles are an excellent choice!) paired with something savory - like a crepe or one of their sandwiches. I ordered the Authentic Belgian Waffles - Brussels' Strawberries and chantilly cream which will hit the spot especially if you have a sweet tooth or sweet craving. I paired this with Croque Monsieur Sandwich: ham, swiss & dijon mustard with cheese gratin served with mesclun greens, apple coleslaw and paprika mayonnaise. Delicious.

Would come back again!"
3,"A pretty standard dimsum place, though extra points for serving it all day long!

My friends and I came on a Sunday afternoon and waited around 10 minutes for a table. Food came out pretty quickly. We got some classic dimsum dishes - har gow (4pc), siu mai (4pc), shrimp rice rolls (3pc), black bean shortribs, fried pork dumplings (3pc), bbq pork buns (3pc). Everything was tasty but it didn't seem like anything really stood out over other dimsum places. 

One thing I wouldn't recommend is the mixed vegetables we got off the regular menu. It was ~$13 for a plate of mostly beansprouts and those white oniony things (?) - very little broccoli or snowpeas or any other good stuff.

Most dishes were around $5-6, which seems a little pricey considering some of the dishes (har gow, spareribs) were quite small."
2,"Had the fries box with steak and eggs. It was good but a bit on the dry side. Then I popped the yolks and mixed it in with the box and everything was better. My wife got the veggie fries box and that was very good also. 

I'll have to try the tacos next time."
1,"Rosie in Scarborough, Rosie want burger, Rosie find good reviews of this place on yelp, Rosie adventure over!! 

I was a touch skeptical at the state of emptiness of this place on a Saturday night, but don't let that fool ya, so many noms to be found. 

First, the French fries were like the most perfectest (and if perfectest wasnt a word, it is now) French fries I've ever had. Real potatoes, soft and warm on the inside, a nice gentle crispness to em but still a smooth firm outside. I feel like if I say anymore, it'll be borderline dirty talk, and I usually don't care about fries at burger joints but these were exceptionally awesome thus why I started my review here xD

The burger, arr, this is where it's at cap'n! Meat was definitely fresh, well seasoned, perfect texture, super yums, alongside crisp veggies that tasted real!! (as opposed to some places that you can taste the GMO-ness of their stuff) I had an option between Swiss or cheddar cheese *swoon* and my bacon wasn't crumbly or hidden like most other places, my mouth was pleasantly aware of it, the meltyness of the cheese and the awesome quality of meat. 

*melts into pile of saliva*...*reforms back into human as not to scare roommate who'll be unhappy to find i've melted on the floor...again* 

And they have chipotle mayo!! And whisky BBQ sauce!! These are definitely up there in my favorite sauces evarrr. 

Seatings pretty good, too. 

They have a t.v. and free wifi, and like seriously, who doesn't love free wifi?? 

And it's affordable, as opposed to the other equally awesome burger joints that make my wallet sad and sometimes, my tummy too. Left here not broke and full of yums. 'twas good stuff. 

Definitely would go back if I'm in the area!!"
1,"The drinks are amazing - try the lone wolf! - but the food is very heavy. 
Generous portions for sure, just order with caution, unless you're a meat-a-holic, then go for the platter!"
2,"Nothing better than good ol' comfort food during the cold winter. Even better when you get to sample a variety of items for Winterlicious. 

Came here with a group of 10 so we made reservations ahead of time. Service was fast and attentive. The food was pretty good too. I got the salmon off the Winterlicious menu which was seasoned and blackened perfectly but still remained juicy. The lamb shank option looked and smelled incredible. The meat was fall off the bone and it comes with a side of mashed potatoes. You can never go wrong with mashed potatoes. As for dessert, the carrot cake and creme brûlée are definitely my top choices. Their dessert err on the sweet side, but I'm a sugar fiend so I didn't mind. 

It's a nice rustic setting to get together with friends or to bring a date. Definitely check it out even if it isn't for Winterlicious. You can't go wrong with great food and atmosphere."
1,"Cheap pitchers, tons of seats, inexpensive yet non-offensive food. Oh and many massive TVs. 

Watch stuff here during the playoffs for anything and you'll have a good time.

That's about it."
2,"I had a veggie bentobox there last night. It was a good combo for dinner but the quality was not matched with my expectation. Price was ok, not cheap nor expensive. the services was ok too, but the parking is a problem for this place"
3,"Great atmosphere in this place and awesome service. Small, but in a cozy way. Didn't seem like there were many tables for two except for a barstool-like long table section, but a good amount of tables for 4 or more. There was a miscommunication with the reservations but still got seated right away thanks to our very friendly waitress. 

Prices are reasonable and I love the small plate options. Appetizers are a little small for the price though, but good quality. Everyone I was with enjoyed their food. Nice beer available. Love that they left a container of cheese on the table to put on our pasta ourselves. 

Definitely would go back and suggest others try them out."
2,"This is my most favourite sushi joint in Scarborough! So good in fact I can forgive the fact that it's not AYCE which is my forte. It is a cute, quaint place that seats at most maybe 20 people.

The staff were super friendly. After looking at the menu we decided to order the medium sushi, sashimi, and roll combo (46 pieces, $44.95), firecracker roll ($12.95), and the valentine roll ($10.95) to split between the 5 of us. They gave us teas right after ordering and miso soup to start us off. I think about 15 minutes later they bring us the boat of sushi and wow were we impressed! Presentation was on point. The sushi tasted so fresh and everything was well prepared. My favourite had to be the valentine roll because it had shredded crunchy potato strings on top which gave the roll a little something extra.

The head chef was the one bringing out the orders and he was able to split our bill 5 ways which was nice of him. I recommend this place as the entire dining experience was wonderful and the food was amazing."
3,"Thai Basil is a nice looking restaurant in the heart of the Annex.  The menu is very extensive. However, when it comes to execution, the food is just ordinary, probably below your average Thai food.  

The vegetarian fresh Thai Cold Rolls ($5.95) were disappointing. They were lacking any flavour and were missing the nice accents you usually find, like fresh mint. They came with a thimble-sized serving of dipping sauce.

The Tom Yum soup was very sweet, lacking in heat or other flavours.  It was also expensive at $7.95 for an individual portion.

The green mango salad was actually ripe yellow mango. It was sweet, with sweet sauce. It was missing any brininess, or heat or some crunch.

The Thai Basil Prawns ($12.95) was supposed to be tiger prawns, but were actually quite small. Moreover, there weren't many of them. The basil was not pronounce. The prawns were served in some goopy sauce without much flavour. The dish didn't come with any rice.

The service is hurried and leaves something to be desired."
2,"I used to eat at Spadina Garden when it was on Spadina near College. They never disappoint. Wonderful flavours, friendly, speedy courteous service, unpretentious and well-deserving of its popularity. Try every version of the hot spicy peanut dish that you can (chicken, beef, shrimp, tofu). Don't forget to ask for water."
2,I found this stick in my burger and almost chipped my tooth. The pitchers were flat. The staff was nice. Good and drinks sucked.
2,"Love this spot. It has changed hands a lot but I think this iteration is by far the best. I used to only come during the weekend for the club but I've been frequenting more often with work colleagues and there are so many options for seating. You can be intimate with the couches, professional with the tables, casual with the high-tops or large group-networking w the back area. And the food has gotten worlds better!!!  Kudos to the management staff!"
