Business_Id,Name,Text,food_rating,f_prob_pos,f_prob_neu,f_prob_neg,price_rating,p_prob_pos,p_prob_neu,p_prob_neg,service_rating,s_prob_pos,s_prob_neu,s_prob_neg
kFMEdURGAp4g29oaiF5Hjg,Earth Rosedale,twice great meal time brunch believe went sunday surprised customers restaurant new guess eggs benedict pretty good buttermilk biscuit nice touch friend swine dine pork ways absolutely gluttonous way much food interesting make crackling seems anyhow much pork plate reason grossed love meat finish much pretty tasty though ideal caveman bunch overall yummy eggs benny selection loose leaf teas dinner monday night place packed lighting way nicer evening sunday morning food pretty impressive organic mixed greens tossed house dressing good right amount everything basic greens toasted popped pumpkin seeds add nice texture roasted nutty flavour nice elk tartare quite good well flavoured perfectly soft boiled quail eggs yummy presentation lovely think love elk tartare way beef tartare thanks restaurant main ordered steak pound oz ribeye found seasoning found taste bit bland cut meat pretty yummy wish flavour steak restaurant pan frying steak electric coil stove basement apartment salsa verde came nothing like salsa verde tasted like greens pur ed parsley apparently things found disgusting actually took away taste steak leave looked like slime tasted like slime really put menu friend ordered cornish hen seemed bit dried maybe proper bite presentation lovely though side order carrots mediocre suggest ordering says roasted cardamom word cardamom menu expected actually taste cardamom flavour least roasted carrots would sufficed dessert got chocolate torte apple crumble sharp aged white cheddar ice cream chocolate torte pretty good compared fine dining experiences involving chocolate mediocre apple crumble though absolutely delicious recommend getting cheddar cheese ice cream sounds strange first actually interesting flavour get loose leaf tea across street house tea tea pretty good glad offer selection loose leaf tea presentation nice service friendly helpful red wine suggestion server delicious unfortunately sold lcbo overall great atmosphere good presentation good wine delicious appetizers desserts mains lacking flavour must haves earth brunch eggs benny dinner organic mixed greens salad elk tartare apple crumble dessert server suggestion red wine would definitely come back would hope mains improved nearly savoury appetizers desserts presentation lovely atmosphere beautiful service friendly looked quite professional except one guy faded tapered jeans brought mains quite sure definitely took away overall professionalism smart casual dress good eats earth willing spend money good meal careful choosing right main even sure exists yet,1,99.8186,0.1056,0.0758,3,0.01,5.3235,94.6665,2,20.961,64.6804,14.3586
iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,totally worth line best tacos toronto hands like hands dripping salsa kinds sauces,1,95.9097,1.8028,2.2876,1,79.0971,20.859,0.0439,2,7.9462,91.6263,0.4275
iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,octopus taco amazing also order pork adobado good tacos large probably good people,2,,,,2,8.5628,48.4558,42.9813,2,7.9462,91.6263,0.4275
RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,excellent izakaya location fun atmosphere good service food good various dishes enjoy night friends loud warm life full inside,1,98.495,1.4137,0.0913,3,3.1057,2.3232,94.5711,1,93.1545,4.879,1.9665
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,ordered chicken fried rice big portion bit oily side health conscious like anyways curry sweet side every thai restaurant style,1,95.8706,2.9311,1.1983,2,1.0488,86.5018,12.4494,1,79.3748,17.9211,2.7041
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,bit loud bit crowded food fantastic tried eat pm avoid crowds yet still small wait minutes pad thai perfect control spice level,1,94.9886,3.4877,1.5238,1,62.6549,37.2692,0.0758,1,70.2895,17.1879,12.5226
NumovRCL1dMSLGpoPnSeWA,Viva Shawarma,best shawarma gta ingredients fresh meat tender flavourful sauces die made house gentleman helping counter kind helpful must try,1,97.1712,0.2579,2.5709,2,33.5371,34.178,32.2849,1,85.4912,8.987,5.5218
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,went times pai never disappoints basically everything flavourful well cooked especially pad thai atmosphere nice got food delivered took minutes dishes hot,1,99.1928,0.6342,0.173,2,3.2136,78.0854,18.701,1,57.4056,38.7647,3.8297
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,quite possibly best thai ever eaten list one best eating experiences time great ambience service food incredible pad thai green curry served coconut delish,1,99.9438,0.0389,0.0173,2,1.2071,98.673,0.1199,1,57.4056,38.7647,3.8297
mG71gQ5HWl7ut9OCN6NJKA,360 Restaurant,always great whenever eat every person considering going cn tower go instead prix fixed menu ends around includes free admission worth also separate line line general public,2,12.0629,76.1254,11.8117,2,5.5978,64.412,29.9901,2,15.3952,80.6506,3.9542
5m2JukTajxMk-qS5W4s-FA,Charidise,place everything ever wanted place ample seating outlets plug laptop amazing food drinks modern aesthetic etc place inevitably going busy word spreads conclusion er would recommend place,1,97.9133,1.7784,0.3083,3,4.1901,0.7958,95.0141,1,86.9642,9.3831,3.6527
iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,several popular taco places town grand electric la carnita etc best toronto downside unlike restaurants room sit drink place booze tables tacos worth though always drink beer nearby park,1,98.5936,0.6701,0.7363,2,0.9007,98.9812,0.1181,2,11.8134,86.7078,1.4788
_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,lobster king crab delicious like hong kong style king crab better steamed egg whites snow pea pod leaves bland ok since flavors fried lobster crabs oysters strong fried rice good taste done super hot wok steam fish good also order fresh abalone since expensive fan would go,1,99.9667,0.0003,0.033,3,6.1706,33.1815,60.6479,2,26.0422,48.3198,25.638
FkNJgKjz6Yj-eoi3pPNWFw,Korean Grill House,korean grill house want eat lot meat want pay lot money heard great things place thought give try actually surprised bad price cheapest korean grill make sure get beef ribs best thing weekdays authentic korean grill food get pay bother paying extra vegetables worth pineapples canned place extremely busy service bad go cheaper places know,1,87.5074,12.3417,0.1509,1,78.6811,2.3015,19.0174,3,8.8081,31.2994,59.8925
#NAME?,Playa Cabana - Hacienda,must say first time went extremely large group quite negative experience however hacienda redeemed next visit absolutely amazing start finish ceviche faloutas jerk lobster tacos pollo tinga la truck braised short rib beyond delicious course churro poutine perfect ending personal favorite jerk lobster taco may spicy loved definitely back soon,1,72.6666,0.0051,27.3283,2,1.1758,63.4116,35.4126,2,11.4917,71.9609,16.5474
upZ9FEpOh1Pr_GY-rUh0vw,The Beverley Hotel,ignore old reviews place new management wow blast hotel fun boutique energetic vibe day relaxing refresh evening rooftop bar get cocktail guacamole thank later night collapsed perfect mattress got best sleep entire trip feeling reenergized ready day toronto staff went beyond make sure restraunt bar attraction destinations planned get trip thank beverley staff cannot wait return,1,65.0439,23.3001,11.656,2,1.3033,97.2497,1.447,3,14.1458,11.8461,74.008
Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,reading lots positive review decided come place brunch went saturday around pm place full people super crowded join waitlist online go cheddar mushroom omelette potato nothing special fruit side fresh enough definitely already chopped long time came table also omelette flavorful oily ended could finish friend traditional mac cheese cheesy enough also super oily well bread side loaded huge amount plain melted butter top,1,99.9492,0.0027,0.0481,2,0.6186,66.839,32.5424,2,28.1906,71.3037,0.5058
SW6ZQk22G1_CV81_gfnvNQ,La Carnita,alright tacos tiny good amazing per tiny taco want pretty amazing also incredibly loud others said want able hear person great place also found waitress kind rude took forever come back take order asked could get mine without beans angrily said modify tacos asked pre made instead answering repeated modify tacos cool give customers want guess get wanting keep chef ideas intact cost losing customers attitude alone waitress restaurant reason enough return,1,99.7967,0.0049,0.1983,3,5.3216,6.323,88.3554,3,4.3089,11.8391,83.8521
Hbe9EMTwdZruqOEDXXFb5Q,The Boulevard Cafe,love atmosphere boulevard entered assortment glowing candles warm cozy full people cold fall evening service friendly kind odd well waiter little odd friends ordered grilled chicken main fish main got starter quesadilla ordering asked waiter filling enough main oh sure wasnt quesadilla size sushi hand roll rolled fashion instead flat plan style used flavour great crab meat shrimp filling wish filled hearty bread friend felt sad offered dinner felt pitied think much size meal wish waiter honest would picked main iffy going back feel like one moments equivalent buying hot dog city,1,99.9228,0.0062,0.071,3,1.7676,45.1886,53.0438,2,34.9015,53.216,11.8824
iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,great food bad line complain busy post review make line worse great food add extra minutes,3,40.4886,17.1776,42.3337,2,14.0819,70.394,15.5241,3,0.7307,4.3505,94.9188
5GcHJvxiTrIt23gB0qMdjw,Leslie Cafe,food okay service horrible waitress rude said nasty comment cantonese understood twice probably wont go back unless service improves,1,86.8603,2.7213,10.4184,2,31.9092,67.1238,0.967,3,23.2253,14.1682,62.6065
Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,mom love place food always consistent give good portions service always great hostess andrea amazing always cheerful excited see us smoked salmon benny one faves,1,99.6046,0.3945,0.0008,2,0.9984,97.9355,1.0661,1,51.0456,46.7167,2.2377
qy4WKXTBkqD4zX0rohYF8Q,Forget Me Not Cafe,air conditioner hot humid small place many items decorations place looked crowded many seats barista customers glared first time go maybe customers regulars welcome place crowded,1,84.7996,15.0472,0.1532,2,2.2301,70.5904,27.1794,2,44.4223,49.6944,5.8833
QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,great atmosphere especially patio open food good requires gourmet touch staff polite although servers opinionated helping read menu spot great work fabulous wine list likely recommend others,1,66.7455,6.4896,26.7649,2,0.077,98.8588,1.0642,1,48.6306,6.2369,45.1325
8I5U8OQ06nSxX2y4PPOWzQ,Japango,probably best sashimi city usually skip sushi go straight sashimi good want rice get way haha small little place wont able accommodate large groups pricier end worth go whatever chef suggests,1,99.1355,0.3535,0.511,2,17.2726,78.0606,4.6668,2,15.4145,80.7888,3.7967
8J0NuWmoFfSGe5LuaiMfpg,Sake Bar Kushi,compared kushi izakaya carlton portions teeny tiny taste smell much charcoal bbq dishes fine portion bad actual kushi skewers way miniature especially scallops looks like sliced scallop pieces like ham bacon asparagus roll thin much sauce chickens hard juicy inside service nice though gave stars whole bunch free appetizers,1,92.0631,7.5585,0.3784,3,0.009,0.6422,99.3488,1,67.1814,28.3368,4.4818
8I5U8OQ06nSxX2y4PPOWzQ,Japango,love place super super small make sure make reservation fish really fresh lots variety fish time play jazz music like sushi chefs japanese servers well traditional creative time thing find great way explain rolls menu say explanation know ask server place tiny usually one person floor really busy anyways go often enough know like personal favorites japango roll crunchy spicy salmon hand roll,1,99.6932,0.2996,0.0072,2,3.0123,93.406,3.5818,2,17.6478,72.2982,10.054
WSN2H-Y3tQu7Ov75j1x_0A,Micha,amazed tiny place tucked away path next sheraton decided give place try sick awful starbucks tim hortons breakfast gotten past tried spinach egg cheddar mushroom breakfast sandwich sesame bagel man good get quite big sandwich ingredients healthy fresh thing like sandwich processed cheese complaining hard finally found quick cheap breakfast sandwich tasty give dehydrated salt headaches afterwards salty like every fast food place overall definitely coming back next time need buy quick breakfast go also bunch good looking salads pastas window display tempted try next,1,99.9709,0.0016,0.0275,2,0.8263,98.9169,0.2568,2,33.2033,59.8344,6.9623
SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,location service right along yonge st easily accessible via ttc street green p parking behind restaurant inside restaurant lounge bar vibe quite trendy believe dj service friday nights music get little loud brings mood waitresses friendly helps ordering much food party ordered lot small tapa dishes share time take pictures sumarai crunch freshly baked crunchy potato chips pairs really well garlic mayo dressing provided good appetizer starter meal finished time cause addictive regular chips japa burgers highly recommended rib eye meat made slider style bbq sauce tasted similar bulgogi sauce made meat extra juicy tender also bit sweet overwhelming tomatoes spring mix onion added baked oysters oven baked spinach sauce fan oysters one disappoint sometimes baked oysters get little salty one ok great choices include tako wasabi sashimi salad big beef sushi roll marinated short ribs overall really enjoyed nome good vibe want chill night lounge friends variety drinks cocktails would definitely come back next time happy hour oysters,1,99.7168,0.0428,0.2403,3,1.5663,40.8818,57.5519,3,19.474,18.0754,62.4507
D9bf5U0y_0MnL9wMFc4bKQ,Peoples Eatery,great place love music old school hip hop atmosphere tried peking duck fantastic share friends would recommend,1,77.2277,17.2481,5.5241,3,1.9705,26.7932,71.2363,1,56.4401,39.9335,3.6264
W2NzlS8OJzGfDfr9oRz11Q,Drake One Fifty,two creepy men greeters best first impression rethink good wine selection decent cocktail selection photo booth super cool waiter works hard,1,86.6174,1.2475,12.1352,2,20.3201,73.5808,6.0992,1,49.9177,34.1545,15.9279
SW6ZQk22G1_CV81_gfnvNQ,La Carnita,fantastic food drink equally spectacular likely wait table prepared service great food quality amazing huge points style music cool pretty loud dinner conversation exactly easy,1,52.7315,5.0705,42.198,1,49.3477,9.1184,41.5339,2,35.3701,56.9216,7.7083
jqp--3Unhkr0a5_ofPWLEw,Maker Pizza,reviews take delivery place stopped tonight two friends three patrons inside apparently workers still takes minutes get pizza thankfully pizza delicious otherwise would never return,3,34.5552,24.693,40.7518,2,6.3467,90.3604,3.2929,3,1.2223,1.7647,97.0131
RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,waited line minutes bailing fail book could easily production serve people faster manufacture line give appearance higher demand later tried cheesecake friend patient shared certainly tasty worth artificial wait,3,0.876,25.3434,73.7806,2,0.1786,95.4049,4.4166,2,14.8101,56.4935,28.6964
RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,understand constant long line place country china people stopped giving much hype cheesecake price dollars bad considering cake pretty tasty made fresh spot line ridiculous worth personally come back another try,1,40.5624,20.6404,38.7972,2,0.1786,95.4049,4.4166,3,0.0335,3.9996,95.9669
RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,waited minutes line mind since smell fresh cheesecake wafting store made bearable cheesecake really smooth melted mouth chewing necessary ended eating half cheesecake one sitting since light next time get lineup,1,94.3426,0.0022,5.6552,2,0.1786,95.4049,4.4166,2,1.1641,91.5976,7.2383
qR4EIktJfQKc4rnKgBzvtw,Gyubee Japanese BBQ - Downtown,simply one best eat restaurants town toronto service point friendly fast food wonderful quality cheap food portions dessert amazing creme brule delicious tip warm grill dont drop lol ahem someone party lol popsicle yummy make reservation looking table waiting,1,99.711,0.2254,0.0636,2,10.1098,88.6245,1.2657,3,6.7972,10.061,83.1418
QrTg1ZaKcaJj2fzXQmHFXQ,La Tortilleria,certain hot sauces must always kitchen place get two bottles less sold mexican coke made sugar instead hfcs gimme store pretty well mexican selection good vast would like get basics maybe extra two basically walk away knowing place cheap get mexican favourites,1,99.2996,0.6484,0.052,2,4.2407,83.564,12.1952,2,13.5046,53.2124,33.283
BN7KeClLq8DR-crgAImpcQ,Trinity Common,fantastic patio great people watching spot heart kensington market nice selection taps beer sawdust city beer called princess wears girl pants personal favorite tuna ceviche huge portion well prepared service great friendly prompt really crowded patio means prepared table hovered,1,99.4005,0.3202,0.2793,3,4.7275,37.3436,57.9289,1,92.0403,7.1717,0.788
Grr2wJ3nYD_7qUyespDglA,Corrado's,staying hotel king street chance hit tourist trap restaurant area found place yelp omg food top homemade goodness fresh everything huge portions wife amazing gyro sister law chicken parmesan niece fries feta signature rice ball everyone raved meal left doggie bags back awesome go,1,99.9194,0.0342,0.0465,2,16.6333,82.9981,0.3686,1,80.6467,17.0019,2.3514
kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,searching great coq au vin toronto years best one tasted far red wine sauce rich chicken incredibly tender right amount pearl onions mushrooms dish julia child would proud roasted pickled beets salad colourful appetizing dish loved chevre thought ice wine infused cranberries nice touch tuna tartare generous portion yellow fin bit salted palate apple pine nuts added great flavour crunch dish classic creme brulee fave dessert mainly take great pleasure smashing crisp shell fruit provided right amount acidity breakup spoonfuls rich smooth custard,1,99.9871,0.0015,0.0114,2,0.0108,74.325,25.6642,2,18.768,81.1692,0.0628
8MWiywu09bhLWIpzVaD4gw,Aunties & Uncles,yet find breakfast place toronto really look someplace cheap knows mess eggs runny yoke absolutely uncooked egg white defrost homefries think would easy would surprised heard place around corner university thrilled decided try friend weekend would think sitting outside beating sun hour half order get saturday brunch would turn girl saw positive figured hungrier amazing food would taste wrong get wrong nothing horribly wrong food issues eggs undercooked fruit plate looked like sitting sun long dollars eggs bacon coffee terrible things amazing little mediocre last least people need learn season properly swear makes everything better service pretty good waitress friendly minute dropped plates like invisible even though place significantly cleared happened,1,93.0797,6.0116,0.9087,2,3.0985,89.3269,7.5746,2,27.7039,63.8651,8.431
O-uIEuv7JLUHajkemx_sVw,Beerbistro,impressed beer selection place number beers cannot get anywhere else city prices reasonable getting great selection cantillon including vintages beer know could get outside belgium lambics everyone get quite sour even blends case experience anyone interested quality beer also interesting selections quebec southwestern united states mention good selection great beers europe want try one cantillon exclusives sure ask cellar list regular beer list list belgian frites come nice smoked tomato ketchup although idea fries cooked duck fat sounds great fries always seem soggy soggy fries good matter fat cooked texture everything get one fry stage guess patio little strange sandwiched couple office buildings place little fancy inside may regular stop definitely nice,1,99.029,0.9565,0.0144,2,7.3342,84.26,8.4058,2,15.8663,42.1068,42.0269
6eRSdODyj9GS0w6zlhrWkg,Adega Restaurante,disappointing summerlicious experience indeed firat good decor attractive even though restaurant crowded noise level acceptable could hear table meal called snow crab cakes rightly called potato croquettes specks crab totally unremarkable false advertising boot mains pan fried dorada filet risotto shrimp baby clams ok order either dorada filet small portion barely ounces somewhat overcooked smoked paprika concasse good risotto sign baby clams questioned waiter said clams included summerlicious dish insisted menu specified clams relented said would check really crappy service waiter came back explain small baby clams would say like fetuses babies hard see clams found exactly pieces baby clams false description dish dessert trio good sorbets also trio pastries good probably best part meal definitely would recommend place based experience especially given supposed high end restaurant,1,99.9885,0.002,0.0095,2,0.2936,95.5482,4.1582,1,93.4403,5.877,0.6827
1QLO57LyvlljHDHnh7zcSA,Lisbon By Night Restaurant,come hungry getting fish rodizio special much food great deal selection fish get bit heads raising price soon even still well worth,1,96.9063,1.6033,1.4904,3,16.1365,10.218,73.6455,2,17.7336,73.8618,8.4047
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,place seems confusing st game point food thai places sub taste population fragile palette place one best thai spot toronto nd north america thai pepper,1,92.8017,1.4138,5.7845,2,0.9773,86.7042,12.3185,1,71.5305,27.9134,0.5561
SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,restaurant beat nome ebimayo dishes excellent fun environment grab drinks downside really busy reservations recommended else might end waiting quite bit,1,94.3511,5.4022,0.2467,2,9.4762,78.1639,12.3599,3,35.2651,13.4584,51.2765
jCiovc2qHJ5L-_1gigLueQ,Weslodge,food delicious many different items choose everything la carte style want side costs extra great atmosphere trendy area city expensive dress casual attire,1,94.5009,4.5808,0.9183,3,1.1734,40.5641,58.2625,1,77.8282,21.9346,0.2372
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,little bit loud hipster taste food yummy portions seemed much smaller sister restaurant sukho thai spice level dishes quite intense papaya salad made cry handle spice,1,83.2444,16.4079,0.3477,1,87.2132,8.9057,3.8811,1,88.4863,2.6098,8.9039
rhyjGfqYlCJoi8Zeulg6QA,Kimchi Korea House,really great place get korean food got really good appetizer dishes top stone rice amazing got really good service one waitress incredibly cute like least well u like korean food chicks place,1,99.2421,0.7479,0.01,2,20.5616,61.841,17.5975,2,11.1594,79.0469,9.7937
3QRdvd5F6rnKzLLb1mIg6Q,Hero Certified Burgers - Church & Wellesley,impressed location staff ok nothing special food okay tad cooked liking location mostly order get sort vibe going would let use bathroom unless paying customer kind understand rule based location,1,72.4346,17.4953,10.0701,3,0.6785,10.7723,88.5493,3,3.8303,39.8378,56.3319
3OCooCzHgsS2xHdN-dNVXg,La Maquette,although nice classy spot expect better restaurant deemed upscale average pastas memorable make tasty seafood dishes tasty yet better given price point problem service catch performances friday night always nice,1,70.3727,23.8801,5.7472,3,3.1813,24.3951,72.4236,1,68.9181,25.4939,5.588
f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,waitresses kind polite food meet expectations first noodles bit hard without yummy chewiness get japanese ramen noodles second chashu pork slices way cooked without rich flavor broth good food certainly deserve stars,1,96.3451,1.2663,2.3886,2,10.7878,61.8848,27.3274,2,0.0618,99.9184,0.0198
f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,worth wait outside cold yes noodles good think many better ramen places toronto came wait outside mins outside got inside share table place small price expensive compared ramen places expensive definitely coming back,1,93.6396,3.3917,2.9687,3,23.8706,16.8602,59.2692,3,10.6276,37.6722,51.7002
nReu5muBDRmh3gAr7kWXKA,Come and Get It,place couple times literally stumbled upon weekend trying find new spot brunch jerk chicken frittata coconut shrimp scramble chicken waffles short rib hash like good menu odd combinations one disappoint everything good creative tasty service good times played nice selection old school hip hop loved definitely place check already,1,99.4935,0.0593,0.4472,2,3.6172,86.5321,9.8507,1,93.5003,0.8558,5.6439
O1TvPrgkK2bUo5O5aSZ7lw,Rol San,like place think one better dim sum places around china town area food pretty good cheap say around time per person gets really packed busy hours large groups recommend reserving often reserve people definitely split two tables fill dim sum order sheet come super fast pace waiters really efficient even smiley recommend getting deep fried taro dumplings har siu mai squid tentacles milk custard egg tarts lovelyyyy classic dishes decent ran anything eat consider terrible custard bun could better wish egg yolk custard bun though,1,99.7645,0.2176,0.0179,3,1.128,48.0688,50.8032,2,8.9937,84.4962,6.51
ZumOnWbstgsIE6bJlxw0_Q,Jacobs & Co. Steakhouse,jacobs company must restaurant toronto festival dinner parties omg food amazing dinner set pre fixe started caesar salad used thick quality bacon salad entree options steak forgot cut chicken miso cod well brainer go steak w famous duck fat fries side fan duck wow duck fat fries fantastic bartender told eat w ketchup thank goodness listened delish steak juicy full flavors soo good ordered steak nd dinner party opted baby carrots best damn carrots ever life oh man dreaming steak duck fat fries carrots managed strawberry pastry dessert go perfect food night drinking service impeccable special event bartender friendly makes mean mojito disappointed,1,99.5782,0.0002,0.4216,3,0.1342,46.0755,53.7903,1,65.336,34.5473,0.1167
FfF8XGFf8_BSlWSjIgqeQg,Scaddabush Italian Kitchen & Bar,recently came husband birthday always great experiences found food often fresh food tasty great flavour however time around impressed came group service great gave us spacious table enough space toddler baby well however food good time around ordered seafood fettucini chicken pesto pasta shareables found chicken tough plate rather small shareable people pasta good portions smaller expected priced around hefty per plate friends ordered pizzas well presentation great special scissors wooden board pizza dry ingredients fresh waitress great terms giving us free birthday chocolate cake sparkler even one son birthday coming well terms food time around lacking freshness portion flavour surprised quality time around really good experiences previously really enjoyed pasta dishes,1,99.3461,0.6496,0.0043,2,5.4599,48.9346,45.6055,1,94.2393,5.3725,0.3881
m3U4Pey_Yr0jgJb8MHfy5g,Rasta Pasta,whenever go kensington market make point treating jerk chicken favourite give try disappointed,1,95.9515,1.8867,2.1618,1,53.3981,46.3427,0.2592,2,33.4174,66.0308,0.5518
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,favourite cheap food toronto authentic thai food good portions incredible price anything else say,1,97.5785,1.8493,0.5722,2,0.3952,98.9813,0.6235,1,95.2094,1.4224,3.3682
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,best thai food city cool vibe always busy favourite items tom yum soup gaeng masaman braised beef,1,99.948,0.0462,0.0057,2,0.3952,98.9813,0.6235,1,95.2094,1.4224,3.3682
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,favourite cheap food toronto authentic thai food good portions incredible price anything else say,1,97.5785,1.8493,0.5722,2,0.4237,98.172,1.4043,3,1.5689,0.1812,98.2499
zb61eT_ChYctlCXcIqlW6Q,Me Va Me Kitchen Express,great angst knowing often passed toronto best felafel served animal free lentil soup daily ate mint lemonade would fool,1,93.3695,1.189,5.4415,2,26.7872,70.7302,2.4826,1,44.3112,16.4844,39.2044
7v91woy8IpLrqXsRvxj_vw,Old School,great bar great music great ambiance best bartender jonathan ordered gent mojito orchard pooch absolutely delicious let go nyc toronto,1,99.5762,0.3108,0.1131,2,1.6119,97.6079,0.7801,1,57.2586,41.0558,1.6857
ZDDzKXN_JXe7694zePRuTQ,Chatime - Dundas,genius idea let customers control amount ice sugar tea maybe behind bubble tea culture thought amazing really appreciated control overly sweet bubble tea,1,99.0857,0.5611,0.3532,2,1.2068,96.1434,2.6498,2,7.5192,92.3524,0.1284
C9QVknXuoDBdR9CBa_Flyw,Saffron Spice Kitchen,place serves amazing wholesome tasty food lentil veges favourite meats good handle spice famous kothu roti smells amazing told legit lovely staff always quick helpful rough day work want nourishing tasty food,1,99.9403,0.024,0.0357,2,10.9937,84.8901,4.1163,1,89.897,5.9358,4.1671
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,stop looking eat well worth wait love thai food feel like first real thai ever beef brisket golden curry simply amazing wife green curry served coconut ordered foreigner spicy thought quite mild great beer selection,1,99.9363,0.0129,0.0508,2,2.8773,55.9812,41.1415,3,0.3892,0.1111,99.4997
1pXyaPUXMqZyxW1Ew7BLUg,Guirei Japanese Restaurant,picked place one across street mainly still lunch specials weekend ordered sashimi bento box hubs ordered seafood ramen bento box came salad miso soup fried shrimp different types raw dish cleared place left restaurant stuffed delicious food lots sake,1,99.8996,0.0099,0.0904,2,30.9025,66.8363,2.2612,1,92.2499,6.3704,1.3796
8al-XRt5nuIize8_STWffQ,King Slice,tried king slice special medium size toppings generous well cheese sauce pretty good pizza albeit little soggy bottom maybe due delivery enjoyed probably order soon little pricey compared dominoes ingredients like cheese sauce tasted higher quality would eat day pizza pizza vs dominoes toss due price,2,39.5755,57.6679,2.7566,3,18.9878,28.4095,52.6027,2,25.6221,73.3606,1.0172
OXW2erFOPT-Oov6wChxWYA,Lee Chen Asian Bistro,delicious clean great people went restaurant block away hotel impressed experienced quality par los angeles san francisco ordered popcorn chicken soup dumplings fried pork dumplings crystal pork belly tang yuan shang hai soup noodle excellent wished portions little smaller could try menu everyone helpful nice go back next time go toronto oh kid friendly place,1,99.9175,0.0142,0.0683,2,1.1293,80.6891,18.1816,2,2.0043,97.309,0.6868
UC2dfjZg8mrRh10maovQfw,Royale Fine Dining Banquet,life lessons royale fine dining virtue patience dinner service extremely slow force bond family enjoy company wait hours orders come importance good despite initial rage long wait time anger subsided hearts melted bit food seafood well lobster x ways cellophane noodle option must people eat anything tell make beautiful like bird nest made saliva bird complimentary royale june th,1,83.7942,0.2141,15.9918,3,1.2607,27.5074,71.2319,2,18.1906,52.2778,29.5316
MVRXrdpJM1_wRvdIRcPmKQ,BerBer SOCIAL,fool berbers lived desert lived quite shabbily built mud clay buildings decorate walls wooden panels fancy paint colours trees desert paint cultured man want toronto berber lounge right next door sultan tint caf moroc descend small flight stairs enter heavy door dimly lit premisses well stocked bar canals two areas lounge south end booths north end semi segregated vip ish area sit two dozen patrons despite lounge retains welcoming non hostile ambiance beautifully decorated uncomfortable wooden furniture carpeting walls never got vintage like lamps free standing lanterns lots drapery place simply beautiful full bar full kitchen bottle service reasonable price bottle sparkling wine low four course meal la carte menu best befitting venue ideal place finger food wine gatherings slightly matured associates great clubbing alternative drinks come fast want service improved attentive waiters points improve shortcomings awkward find comfortable position uncushioned seats north end chair received random free massage courtesy fine lady good memories envy pillow pillaged south side moment barkeep quite skilled craft food bad either fool berbers ever good leaps beyond authentic complaining authentic berber experience probably pilgrimage real lounge one lounge missing something though perhaps real berberian,1,86.91,1.823,11.267,2,0.0112,93.5466,6.4422,2,19.3508,75.5971,5.0521
RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,tried dishes incredibly delicious highly recommend restaurant,1,98.6249,1.1737,0.2014,2,36.3904,62.8436,0.766,2,44.8783,55.076,0.0457
hAhvkwAjzvuzxrfu4XI_PA,Sushi Style,got delivery super fast really good gave extra house really good options nice staff love order,1,65.1863,32.0969,2.7168,1,61.9152,32.5941,5.4908,1,88.8107,2.6019,8.5874
SW6ZQk22G1_CV81_gfnvNQ,La Carnita,best menu items mexican roasted corn pollo tacito beef cheek tacito tres leche cake looking forward catching illusive chorizo tacito,1,99.9459,0.0014,0.0526,2,0.2736,99.5995,0.1269,2,43.6359,51.7106,4.6534
